,h1,h4,h8
1999-12-01,-0.07567489901161295,0.6310207359208952,-0.2656553987182342
2000-01-01,0.34433893001750704,0.28965443854733763,0.4221509639692478
2000-02-01,0.39008250978982417,0.07217518121818145,-0.3692440519047935
2000-03-01,0.6310207359208952,-0.1770349113439984,0.022018301182757938
2000-04-01,0.28965443854733763,-0.2656553987182342,-0.34020532677274673
2000-05-01,0.07217518121818145,0.4221509639692478,-0.49382280322944894
2000-06-01,-0.1770349113439984,-0.3692440519047935,-0.6613339501386761
2000-07-01,-0.2656553987182342,0.022018301182757938,-0.24854189195355758
2000-08-01,0.4221509639692478,-0.34020532677274673,-0.3521515832212607
2000-09-01,-0.3692440519047935,-0.49382280322944894,-0.5278491541208297
2000-10-01,0.022018301182757938,-0.6613339501386761,-0.532766429144349
2000-11-01,-0.34020532677274673,-0.24854189195355758,-0.6098904872193778
2000-12-01,-0.49382280322944894,-0.3521515832212607,-0.08767200024326627
2001-01-01,-0.6613339501386761,-0.5278491541208297,-0.5421987630588987
2001-02-01,-0.24854189195355758,-0.532766429144349,-0.30472126583358516
2001-03-01,-0.3521515832212607,-0.6098904872193778,-0.5889140181023933
2001-04-01,-0.5278491541208297,-0.08767200024326627,-0.038921621224030645
2001-05-01,-0.532766429144349,-0.5421987630588987,0.693760325872006
2001-06-01,-0.6098904872193778,-0.30472126583358516,-0.006330501943097033
2001-07-01,-0.08767200024326627,-0.5889140181023933,0.7531106754184336
2001-08-01,-0.5421987630588987,-0.038921621224030645,0.47482364508955044
2001-09-01,-0.30472126583358516,0.693760325872006,0.4280018010883069
2001-10-01,-0.5889140181023933,-0.006330501943097033,0.8181281943255847
2001-11-01,-0.038921621224030645,0.7531106754184336,-0.033091179737798626
2001-12-01,0.693760325872006,0.47482364508955044,-0.10276273696874227
2002-01-01,-0.006330501943097033,0.4280018010883069,0.09581219777512473
2002-02-01,0.7531106754184336,0.8181281943255847,-0.26348351293394856
2002-03-01,0.47482364508955044,-0.033091179737798626,0.5470700679255813
2002-04-01,0.4280018010883069,-0.10276273696874227,-0.5561413962286821
2002-05-01,0.8181281943255847,0.09581219777512473,0.8222491961106471
2002-06-01,-0.033091179737798626,-0.26348351293394856,0.1245700247824999
2002-07-01,-0.10276273696874227,0.5470700679255813,-0.2742371997936033
2002-08-01,0.09581219777512473,-0.5561413962286821,-0.6277865118468284
2002-09-01,-0.26348351293394856,0.8222491961106471,-0.03439673851080016
2002-10-01,0.5470700679255813,0.1245700247824999,0.13221344444946936
2002-11-01,-0.5561413962286821,-0.2742371997936033,0.5149138267602105
2002-12-01,0.8222491961106471,-0.6277865118468284,-0.2130045771744804
2003-01-01,0.1245700247824999,-0.03439673851080016,0.6461933876392933
2003-02-01,-0.2742371997936033,0.13221344444946936,0.1345094545315284
2003-03-01,-0.6277865118468284,0.5149138267602105,0.6770109841992777
2003-04-01,-0.03439673851080016,-0.2130045771744804,0.05067832557461571
2003-05-01,0.13221344444946936,0.6461933876392933,0.16650410350811384
2003-06-01,0.5149138267602105,0.1345094545315284,0.6183806780973633
2003-07-01,-0.2130045771744804,0.6770109841992777,-0.3911860434257619
2003-08-01,0.6461933876392933,0.05067832557461571,0.38709551794342545
2003-09-01,0.1345094545315284,0.16650410350811384,0.7387413060875758
2003-10-01,0.6770109841992777,0.6183806780973633,-0.7716869009351868
2003-11-01,0.05067832557461571,-0.3911860434257619,0.7350288141301675
2003-12-01,0.16650410350811384,0.38709551794342545,0.08537223719899956
2004-01-01,0.6183806780973633,0.7387413060875758,0.11229395721379376
2004-02-01,-0.3911860434257619,-0.7716869009351868,0.8860161368399844
2004-03-01,0.38709551794342545,0.7350288141301675,0.2450217996091908
2004-04-01,0.7387413060875758,0.08537223719899956,0.7775476148231597
2004-05-01,-0.7716869009351868,0.11229395721379376,0.35210568192729497
2004-06-01,0.7350288141301675,0.8860161368399844,0.7195688711779447
2004-07-01,0.08537223719899956,0.2450217996091908,-0.14134321911019043
2004-08-01,0.11229395721379376,0.7775476148231597,0.20738685585675043
2004-09-01,0.8860161368399844,0.35210568192729497,0.09350444775639843
2004-10-01,0.2450217996091908,0.7195688711779447,0.4365742512094428
2004-11-01,0.7775476148231597,-0.14134321911019043,-0.3181642785388128
2004-12-01,0.35210568192729497,0.20738685585675043,0.3285602144577737
2005-01-01,0.7195688711779447,0.09350444775639843,-1.9560495358284413
2005-02-01,-0.14134321911019043,0.4365742512094428,1.2150318345580224
2005-03-01,0.20738685585675043,-0.3181642785388128,1.0936328822064745
2005-04-01,0.09350444775639843,0.3285602144577737,0.48159975298771585
2005-05-01,0.4365742512094428,-1.9560495358284413,0.15777724050218822
2005-06-01,-0.3181642785388128,1.2150318345580224,0.04248692215602645
2005-07-01,0.3285602144577737,1.0936328822064745,0.22649582332325835
2005-08-01,-1.9560495358284413,0.48159975298771585,0.29562535896410225
2005-09-01,1.2150318345580224,0.15777724050218822,0.02512791947975046
2005-10-01,1.0936328822064745,0.04248692215602645,0.3361871248444892
2005-11-01,0.48159975298771585,0.22649582332325835,-0.06534862003055864
2005-12-01,0.15777724050218822,0.29562535896410225,0.43310928990676345
